"MUNICÍPIO","NOME DA BIBLIOTECA","VÍNCULO","ENDEREÇO","BAIRRO","TELEFONE","E-MAIL"
"Tamboril do Piauí","Biblioteca Pública Municipal de Tamboril do Piauí","Municipal","","","",""
"Tanque do Piauí","Biblioteca Pública Municipal de Tanque do Piauí","Municipal","","","",""
"Teresina","Biblioteca Pública Municipal H. Dobal","Municipal","Rua Rotary Club, 3840","Satélite","8632157910",""
"Não identificado","Biblioteca Pública Municipal São João","Municipal","Rua Coronel Belizário da Cunha, 631","São João","8632157871",""
"Não identificado","Biblioteca Pública Municipal Abdias Neves","Municipal","Rua Coelho Rodrigues, 954","Centro","8632157824",""
"Não identificado","Biblioteca Pública Municipal Da Costa e Silva","Municipal","Rua Monteiro Lobato, 1226","Parque Alvorada","8632157910",""
"Não identificado","Biblioteca de Artes Professor Wall Ferraz","Municipal","Rua Rui Barbosa, 348","Centro","8632157849",""
"Não identificado","Biblioteca Pública Estadual Desembargador Cromwel de Carvalho","Estadual","Praça Demóstenes Avelino, 1788","Norte","(86) 3222-1128",""
"União","Biblioteca Pública Municipal Monteiro Lobato","Municipal","Rua David Caldas, s/n","Centro","8632651330",""
"Uruçuí","Biblioteca Pública Municipal de Uruçuí","Municipal","","","",""
"Valença do Piauí","Biblioteca Pública Municipal Ana Francisca Ferreir ","Municipal","Rua  Engenheiro Clesbão Veloso, s/n ","Centro","(89) 346-5220",""
"Várzea Branca","Biblioteca Pública Municipal de Várzea Branca","Municipal","Praca Santa Terezinha, s/n","Centro","",""
"Várzea Grande","Biblioteca Pública Municipal Maria das Graças Vasconcelos","Municipal","Avenida Luís Honório de Oliveira, s/n","Centro","8934711203",""
"Vera Mendes","Biblioteca Pública Municipal de Vera Mendes","Municipal","","","",""
"Vila Nova do Piauí","Biblioteca Pública Municipal Patativa do Assaré","Municipal","Avenida Central, 275","Centro","8934370068",""
"Wall Ferraz","Biblioteca Pública Municipal Professor Zé Guedes   ","Municipal","Praça da Liberdade, s/n","Centro","(89) 3452-0045","bibliotprofzeguedes-walferraz@hotmail.com"
