"MUNICÍPIO","NOME DA BIBLIOTECA","VÍNCULO","ENDEREÇO","BAIRRO","TELEFONE","E-MAIL"
"Novo Oriente","Biblioteca Pública Municipal Emílio Alexandre Costa","Municipal","Rua Pedro Carvalhedo, 142","Centro","(88) 99956-1884 / (88) 99636-6561","biblioteca.emilioalexandre@hotmail.com/ tuliocesar65@gmail.com /alcianysampaio@hotmail.com "
"Ocara","Biblioteca Pública Municipal Pedro Boca Rica","Municipal","Rua Antônio Liberato, s/n","Centro","(85) 98859-4222 / (85) 99183-4787","andreapereira@ocara.ce.gov.br /danyelelima980@gmail.com /bibliotecaboca.rica@gmail.com "
"Orós","Biblioteca Pública Municipal Hilza Diogo de Oliveira","Municipal","Praça Anastácio Maia, 51","Centro","(88) 99911-3456 / (88) 99922-9850","francilanogueira@hotmail.com helmaguedes3@hotmail.com "
"Pacajus","Biblioteca Pública Municipal José Gama de Queiroz","Municipal","Rua José Leite s/n","Centro","(85) 98802-9707 / (85) 99278-1561","sidneymalveira@yahoo.com.br /dalvanirchaves@gmail.com"
"Pacatuba","Biblioteca Pública Municipal Professor Júnior Araújo","Municipal","Rua XVIII, 69 ","Jereissati III","(85) 98122-2555 (85) 99710-2831 (85) 98875-8204","dayanneaaraujo@gmail.com/ raimundinhomusic@hotmail.com/ secult@pacatuba.ce.gov.br "
"Não identificado","Biblioteca Pública Municipal Carlos Cavalcante","Municipal","Rua Major Crisanto de Almeida, 1906","Centro","(85) 98122-2555 (85) 99710-2831 (85) 98875-8204","dayanneaaraujo@gmail.com /raimundinhomusic@hotmail.com /secult@pacatuba.ce.gov.br "
"Pacoti","Biblioteca Pública Municipal Fraancisca Cândida Nogueira","Municipal","Praça Claudemiro Lopes Bezerra, s/n","Centro","(85) 3325-1413","lazzarosilveira@hotmail.com
"
"Não identificado","Biblioteca Pública Municipal Franciné Batista","Municipal","Rua Duarte Holanda, 600","Centro","(85) 98662-6888 / (85) 98852-4873","lazzarosilveira@hotmail.com
"
"Pacujá","Biblioteca Pública Municipal Semente","Municipal","Rua Raimundo Ferreira  Gomes, s/n","Centro","(88) 99221-2132 / (88) 99244-6495","rai-lucianosousa8@hotmail.com /secultpcj@outlook.com
/regia_alves@hotmail.com"
"Palhano","Biblioteca Pública Municipal de Palhano","Municipal","Avenida Possidônio Barreto, 120","Centro","(88) 99415-9365 / (88) 99289-5455","sec.cultura@palhano.ce.gov.br /sandovalsoares@yahoo.com.br 
"
"Palmácia","Biblioteca Pública Municipal Professor Vicente Sampaio","Municipal","Rua Valderi Ribeiro Campos, 15","Centro","(85) 99189-4191/98932-8893 / 99194-0291 / 99222-6449","micolinda@gmail.com /smepalmacia@gmail.com/ zeneidesilva515@gmail.com /ipineto@hotmail.com"
"Paracuru","Biblioteca Pública Municipal Neuba de Azevedo Batista","Municipal","Rua Coronel Meireles, s/n","Centro","(85) 98808-9458 / (85) 98772-9477 / (85) 99912-8175","gracilienne@yahoo.com.br/ carlosdoradom@gmail.com"
"Não identificado","Biblioteca Pública Municipal Débora Vieira Damasceno","Municipal","Rua José Levi, s/n","Poço Doce","(85)  98808-9458 / (85) 98772- 9477 / (85) 99912-8175","gracilienne@yahoo.com.br /carlosdoradom@gmail.com"
"Paraipaba","Biblioteca Pública Municipal Afonso Barroso Cordeiro – ANEXO","Municipal","Rua Francisco Henrique de Azevedo, s/n","Alagoinha","(85) 99169-7364","vanderlidamaceno@gmail.com"
"Não identificado","Biblioteca Pública Municipal Afonso Barroso Cordeiro","Municipal","Rua Joaquim Braga, s/n","Centro","(85) 99169-7364","vanderlidamaceno@gmail.com"
"Parambu","Biblioteca Pública Municipal Francisca C. Noronha","Municipal","Rua Juscelino Kubitscheque, 86","Centro","(88) 99982-1905  /(88) 99635-00400 / (88) 99924-9526","secultparambu@hotmail.com"
"Paramoti","Biblioteca Pública Municipal Paramoti","Municipal","Rua Joaquim Farias, 175","Vicente Farias","(88) 99964-6317 / (85) 99168-4931","lauriza.paramoti@gmail.com /paramotieliel.jeta@gmail.com "
"Pedra Branca","Biblioteca Pública Municipal Leonardo Mota","Municipal","Rua Augusto Vieira. 22","Centro","(88) 99952-6069 / (88) 99754-2510","geny.tacia@hotmail.com/ rafaedarc@yahoo.com.br/ secretariadeculturapb@hotmail.com /magnaraujo39@hotmail.com"
"Penaforte","Biblioteca Pública Municipal Professor Gilberto Vieira","Municipal","Rua João Angelo, 67","Centro","(88) 98841-4394","paulanascimento_81@hotmail.com"
"Pentecoste","Biblioteca Pública Municipal Cecília Lêda Gomes da Silva","Municipal","Avenida Antônio Carneiro, s/n","São Francisco","(85) 99941-1782 (85) 99231-6363","santossantiago7@gmail.com/ secultdepentecoste@gmail.com"
"Pereiro","Biblioteca Pública Municipal Adauto Odilon Félix da Silva","Municipal","Rua João Terceiro de Sousa, s/n","Centro","(88) 99902-1589 / (88) 99712-2322","alcides_ce@hotmail.com /madalena243@hotmail.com"
"Pindoretama","Biblioteca Pública Municipal Fernando Holanda Costa","Municipal","Rua Aprígio Epifânio, 1712-1","Centro","(85) 98779-8697 (85) 98587-3500","paullusufc@yahoo.com.br /silvacezaraujo@gmail.com"
"Piquet Carneiro","Biblioteca Pública Municipal Professora Maria de Jesus Aires","Municipal","Rua Zacarias Pinheiro da Silva, s/n","Centro","(88) 99958-5815 / (88) 98847-5066","bibliotecajesusaires@yahoo.com.br /neilapc@hotmail.com "
"Pires Ferreira","Biblioteca Pública Municipal Pires Ferreira","Municipal","Rua Praça da Matriz, s/n","Centro","(88) 99648-2947 / (88) 99941-6004/ (88) 99914-8891","bibcomchisoa@yahoo.com.br /stephanie_lima@hotmail.com"
"Poranga","Biblioteca Pública Municipal de Poranga","Municipal","Avenida Doutor Epitácio de Pinho","Centro","(88) 98153-9411 /(88) 99985-9773","culturaporanga@hotmail.com /elmo.numes@yahoo.com.br"
"Porteiras","Biblioteca Pública Municipal Professora Maria do Carmo Simplício","Municipal","Rua Luís Granjeiro, 56","Centro","(88) 3557-1252 (88) 98111-6775 / 98105-0789","porteiras.cultura@gmail.com/ seduc.porteiras@yahoo.com.br"
"Potengi","Biblioteca Pública Municipal Presidente Medici","Municipal","Rua Vila Andrade, 292","Centro","(88) 3538-1262 / (88) 99922-1269 / (88) 99428-5716","marcospotengi@yahoo.com.br/ hildefranalencar@yahoo.com.br/ educpotengi@yahoo.com.br"
"Potiretama","Biblioteca Pública Municipal Potiretama","Municipal","Rua Expedito Leite, s/n","Centro","",""
"Quiterianópolis","Biblioteca Pública Municipal de Quiterianópolis","Municipal","Rua Das Acassias, s/n","Centro","(88) 99784-7963","manoelquiter@gmail.com/ coutinhoquiter@gmail.com"
"Quixadá","Biblioteca Pública Municipal Padre Francisco Clineu Ferreira","Municipal","Praça Coronel Nanam, s/n","Centro","(88) 996674877/ (88) 99638-5151","educacaoquixada@gmail.com"
"Quixelô","Biblioteca Pública Municipal Josefa Almino Lopes","Municipal","Rua Pedro Gomes Araújo s/n","Centro","(88) 99729-8110","ailtonsilva50@yahoo.com.br/ socialismo@hotmail.com /culturadequielo@gmail.com"
"Quixeramobim","Biblioteca Pública Municipal Ismael Pordeus","Municipal","Rua Abílio Silva, s/n","Centro","9880 99952-5750 / (88) 98803-7325 (88) 99952-7034","solangemfs@hotmail.com/ gabinete@quixeramobim.ce.gov.br"
"Quixeré","Biblioteca Pública Municipal Professora Carmelita de Oliveira Sombra","Municipal","Rua José  Gomes de Sousa – Distrito","Centro","(88) 99844-0101 /(85) 98783-2955","culturaquixere@gmail.com/ patricia406@yahoo.com.br"
"Não identificado","Biblioteca Pública Municipal Temístocles Brito de Sena","Municipal","Rua Manoel Gonçalves, s/n","","(88) 99844-0101 /(85) 98783-2955","culturaquixere@gmail.com /patricia406@yahoo.com.br"
"Redenção","Biblioteca Pública Municipal Amândio Abreu","Municipal","Rua Padre Barros, 66","Centro","(85) 988131-1084 / (85) 99600-7697 / (85) 98649-5654","seculture@yahoo.com.br"
"Reriutaba","Biblioteca Pública Municipal Doutor Osvaldo Honório Lemos","Municipal","Praça Cel. Raimundo, s/n","Centro","(88) 99942-4344/ (88) 99689-8300","marcosfximenes@bol.com.br /gircelymendes@gmail.com
"
"Russas","Biblioteca Pública Municipal Pedro Maia Rocha","Municipal","Avenida Dom Lino, 1320","Centro","(88) 99964-8660 /(88) 99706-7958","contato.rafaelrocha2@gmail.com /
claudia_bunge@hotmail.com"
"Saboeiro","Biblioteca Pública Municipal Mileno Torres bandeira","Municipal","Monsenhor Manoel Cândido, 47","Centro","(88) 98107-0555/ (88) 98151-9980 / (85) 98150-1570","biblioteca@saboeiro.ce.gov.br/ antoniobraga14@hotmail.com /gleicianefeitosa.s@hotmail.com /helaniacfv@hotmail.com"
"Salitre","Biblioteca Pública Municipal Maria Pureza Pereira","Municipal","Rua Fortaleza, s/n","Centro","(88) 99209-7221 / (88) 99235-9424/ (88) 99498-1141","salitresecom@gmail.com /renataleite870@gmail.com /secretariaculturasalitre@gmail.com/ eridianaribeiro13@gmail.com "
"Santa Quitéria","Biblioteca Pública Municipal Aracy Magalhães Martins","Municipal","Rua Cel. João Rodrigues Pinto, 505","Centro","(85) 99806-2783 (85) 99689-3800 (85) 99623-4997","gracinham.soares@hotmail.com/ secretariainstitucionalsq@gmail.com"
"Santana do Acaraú","Biblioteca Pública Municipal Poeta José Alcides Pinto","Municipal","Rua Vigário Theótime s/n","Centro","(88) 9999613-1591 /(88) 99712-5649/ (88) 99972-1306","neydetcarneiro@gmail.com/ andreahf2009@hotmail.com /juliana.lrm@hotmail.com"
"Santana do Cariri","Biblioteca Pública Municipal Jesus Nunes Duarte","Municipal","Rua Deputado Furtado Leite, 205","Centro","(88) 99936-5868 / (88) 99442-0061 /(88) 99874-3786 /(88) 99713-9916","lilianefeitosadeoliveira@gmail.com/ culturaeturismosantana@gmail.com"
"São Benedito","Biblioteca Pública Municipal Professor Francisco Lima Botelho","Municipal","Travessa Nossa senhora do Carmo, s/n","Centro","(88) 99763-1895 /(88) 99229-4990","lucris-arte@hotmail.com janekeily@yahoo.com.br "
"São Gonçalo do Amarante","Biblioteca Pública Municipal Professora Isolda Barbosa de Alcântara","Municipal","Rua Santos Dumont, 56","Centro","(85) 99169-2880/ (85) 99421-2749","m2venus@bol.com.br /suelenebarroso@hotmail.com.br /biblisoldasga@gmail.com "
"São João do Jaguaribe","Biblioteca Pública Municipal Professora Amélia Costa Maia","Municipal","Rua Pedro Paulo, 223","Centro","(88) 99813-3983/ (88) 99911-5132","normana_maia@hotmail.com"
"São Luís do Curu","Biblioteca Pública Municipal Doutor Geraldo Magela","Municipal","Rua Domingos Ancelmo, s/n","Centro","(85) 3355-1229","smecuru13gmail.com /cultura.curu@gmail.com"
"Senador Pompeu","Biblioteca Pública Municipal Professora Maria Altamir Borges de Macedo","Municipal","Rua Francisco Leandro, s/n","Nova Brasília","(88) 99687-3000 /(88) 99994-5501 /(88) 99975-5717","ironeidevidalp@gmail.com /emmyferreira@hotmail.com /smesenadorpompeu2017@gmail.com/ publicabbliotecamunicipalsp@gmail.com"
"Senador Sá","Biblioteca Pública Municipal Terezinha de Jesus  N. Aguiar","Municipal","Rua Antônio Marçal, s/n","Centro","(88) 99417-5255","ehfernandes45@gmail.com"
"Sobral","Biblioteca Pública Municipal Lustosa da Costa","Municipal","Rua Randal Pompeu, s/n","Centro","(88) 3677-1190 /(88) 99905-1406","aninha.sedcsobral@gmail.com/ herbert.seduc.sobral@gmail.com "
"Solonópole","Biblioteca Pública Municipal Professora Stela Rabelo Machado","Municipal","Avenida Prefeito José Sifredo Pinheiro, 90","Centro","(88) 3518-1387 /(88) 99600-0660","cultura@solonopole.ce.gov.br/ prof_luis@hotmail.com "
"Tabuleiro do Norte","Biblioteca Pública Municipal Dilmas Guedes Patriota","Municipal","Rua Maia Alarcon, 247","Centro","(88) 99623-6048 (88) 99655-9767","mheyla@yahoo.com.br/ valeriagadelha@hotmail.com"
"Tamboril","Biblioteca Pública Municipal Professor Francisco Sampaio Holanda","Municipal","Rua Vicente Alves do Vale, s/n","Centro","(88) 99775-8329 / (88) 99912-6185 /(88) 99282-6401","bibliotecatamboril@gmail.com"
"Tarrafas","Biblioteca Pública Municipal de Tarrafas","Municipal","Rua Castro Alves, s/n","Centro","(88) 99454-3723","
Cultura.tarrafas2017@gmail.com"
"Tauá","Biblioteca Pública Municipal Professor Leonardo Sérgio","Municipal","Rua Coronel Lourenço Feitosa,  s/n","Centro","(85) 99609-3173  /(88) 99973-1103","holandasileda@gmail.com /feitosaanamcf@gmail.com"
"Tejuçuoca","Biblioteca Pública Municipal de Tejuçuoca","Municipal","Avenida Gabriel Aguiar Filho, s/n","Centro","(88) 99600-9959 / (88) 99266-8683","edmirasousa@hotmail.com /paixaogois@hotmail.com "
"Tianguá","Biblioteca Pública Municipal Deputado Leôncio Aguiar de Vasconcelos","Municipal","Avenida Prefeito Jaques Nunes, s/n","Centro","(88) 3671-2888 / (88) 99465-6515 / (86) 99928-9074","italorocha1@hotmail.com/ secult@outlook.com.br "
"Trairi","Biblioteca Pública Municipal Professor José Silva Novo","Municipal","Avenida Padre Tomás Feliu Amengua, 1","Centro","(85) 98119-2485 / (85) 99616-9780 / (85) 99617-5580 / 98217-7421","calberto.10@hotmail.com /fatima.vivinha@hotmail.com"
"Tururu","Biblioteca Pública Municipal de Tururu","Municipal","Rua Pedro Leitão, 731","Centro","(85) 99219-7104","thamarafteixeira@hotmail.com /tururu.secult@gmail.com"
"Ubajara","Biblioteca Pública Municipal Hemetério Augusto Pereira","Municipal","Rua 31 de Dezembro, 78","Centro","(88) 99640-0944 / (88) 3634-2365 /(88) 99968-3817 /(88) 99615-3633","bibliotecaubajara@gmail.com/ Glauberaugusto1@hotmail.com/ darc.freitasaguiar@gmail.com/ jamile.goes@hotmail.com"
"Umari","Biblioteca Pública Municipal Professora Zélia Granjeiro Leite","Municipal","Avenida Dom Quintino, s/n","Centro","(88) 98863-4164 / (88) 99262-8159","danileneatm@hotmail.com/ robsonft21@hotmail.com"
"Umirim","Biblioteca Pública Municipal Josefa da Mota Brito","Municipal","Rua Juarez Távora, s/n","Centro","(85) 99225-9846 / (85) 98818-7561","monikbezerra@gmail.com/ marcelo135@gmail.com"
"Uruburetama","Biblioteca Pública Municipal Soares Bulção","Municipal","Praça 1º de Agosto, s/n","Centro","(85) 9676-8563","fernandambbraga2019@gmail.com"
"Uruoca","Biblioteca Pública Municipal Faria Brito","Municipal","Avenida Valdemar Rocha, s/n","Centro","(88) 99272-9076 /(88) 99401-8225","orlandouruoca@bol.com.br gv.amandacunha@hotmail.com"
"Varjota","Biblioteca Pública Municipal Antônio Rodrigues da Cunha","Municipal","Rua Rui Barbosa, s/n","Centro","(88) 99616-9546 / (88) 99920-8885","lyderson.cordeiro@gmail.com /municipiovarjota.gab@gmail.com"
"Várzea Alegre","Biblioteca Pública Municipal Professor Almino Gabriel Viana","Municipal","Rua Durval Soares, nº 20","Centro","(88) 99739-7761 /(88) 99808-3463 ","ana_jessicaap@hotmail.com/ nenezinhoamigodetodos@gmail.com"
"Viçosa do Ceará","Biblioteca Pública Municipal Deputado Manoel Rodrigues dos Santos","Municipal","Polo de Turismo Cultural e Artesanal","Igreja do Céu","(88) 99867-0304 /(85) 99996-7759/ (85) 98523-1074","bibliotecapublicavicosace@hotmail.com/ marilene_d@hotmail.com"
