"MUNICÍPIO","NOME DA BIBLIOTECA","VÍNCULO","ENDEREÇO","BAIRRO","TELEFONE","E-MAIL"
"Santa Isabel","Biblioteca Pública Municipal de Santa Isabel","Municipal","Avenida Altina de Souza, 22","Centro","6233581221",""
"Santa Rita do Araguaia","Biblioteca Pública Municipal Dona Julica Salgueiro","Municipal","Rua Abílio Alves Ferreira, 790","Centro","6436357000",""
"Santa Rita do Novo Destino","Biblioteca Pública Municipal de Santa Rita do Novo Destino","Municipal","Rua Jaime Gonzaga Sobrinho, s/n","Centro","6233940023",""
" Santa Rosa de Goiáis","Biblioteca Pública Municipal Jane Andrea Karam Santana","Municipal","Rua Cônego José Trindade, 246","Centro","6233356282",""
"Santa Rosa de Goiás","Biblioteca Pública Municipal Mundo Mágico","Municipal","Rua Santa Rosa, s/n","Centro","6233356262",""
"Santa Tereza de Goiás","Biblioteca Pública Municipal de Santa Tereza de Goiás","Municipal","Praça Belarmino Crunivel, s/n","Centro","",""
"Santa Terezinha de Goiás","Biblioteca Pública Municipal Messias Lopes Sobrinho","Municipal","Avenida José Elias Sobrinho, s/n","Centro","6281855450",""
"Santo Antônio da Barra","Biblioteca Pública Municipal Antônio Gouveia de Moraes","Municipal","Rua do Comércio, s/n","Centro","6436261320",""
"Santo Antônio de Goiás","Biblioteca Pública Municipal Solana Alencar","Municipal","Rua Angicos s/n","Centro","",""
"São Domingos","Biblioteca Pública Municipal Maria da Glória Lima","Municipal","Avenida Getúlio Vargas, s/n","Centro","6299412475",""
"São Francisco de Goiás","Biblioteca Pública Municipal Professora Maria Luzia dos Santos","Municipal","Praça Jacinto Barbosa, 130 ","Centro","","herivelciafeliz@hotmail.com"
"São João D'Aliança","Biblioteca Pública Municipal de São João D'Aliança","Municipal","Rua Geoiás, 679","Centro","",""
"São João da Paraúna","Biblioteca Pública Municipal Euclides Lemes Rodrigues","Municipal","Rua Benedita Taveira, s/n","Gercino Marques","",""
"São Luís de Montes Belos","Biblioteca Pública Municipal Fagundes Varela","Municipal","Rua Rio da Prata, 662","Centro","6436717011",""
"São Luíz do Norte","Biblioteca Pública Municipal de São Luis do Norte","Municipal","Avenida Laudimar de Oliveira, s/n","Centro","(62) 3346-6224",""
"São Miguel do Araguaia","Biblioteca Pública Municipal de São Miguel do Araguaia","Municipal","Avenida Pedro Alvares Cabral, 451","Centro","6233642430",""
"São Miguel do Passa Quatro","Biblioteca Pública Municipal Dom Fernando Gomes dos Santos","Municipal","Avenida Alcides Pereira Castro, s/n","Centro","",""
"São Patrício","Biblioteca Pública Municipal Altamiro José Rodrigues","Municipal","Praça Felix Machado Pereira, 04","Centro","(62) 3340-0066","semesp.online@gmail.com"
"São Simão","Biblioteca Pública Municipal Júlio Bernardes","Municipal","Praça Júlio Bernardes, s/n","Centro","6436581199",""
"Senador Canedo","Biblioteca Pública Municipal Arlete Tenório de Castro","Municipal","Praça Padre Pedat, s/n","Centro","6232753034",""
"Serranópolis","Biblioteca Pública Municipal Professor João Justino de Oliveira","Municipal","Praça 7 de Setembro, s/n","Centro","6436681114",""
"Silvânia","Biblioteca Pública Municipal Coronel Pirineus","Municipal","Praça do Rosário, 08","Centro","6233321927",""
"Simolândia","Biblioteca Pública Municipal Tesouro do Estudante","Municipal","Avenida Corrente, s/n","Jardim Brasil","6234881231",""
"Sítio d'Abadia","Biblioteca Pública Municipal de Sítio da Abadia","Municipal","Rua Dona Similiana Alves Leite, s/n","Centro","6296255269",""
"Taquaral de Goiás","Biblioteca Pública Municipal Taquaral","Municipal","Rua Rui Barbosa, s/n","Centro","6292107299",""
"Terezópolis de Goiás","Biblioteca Pública Municipal Jaime Coelho","Municipal","Rua Alonso Félix , s/n","Centro","(62) 3348-1388","terezopolis@cultura.com.br"
"Três Ranchos","Biblioteca Pública Municipal de Três Ranchos","Municipal","Rua José Barbosa, s/n","Centro","",""
"Trindade","Biblioteca Pública Municipal Padre João Cardoso","Municipal","Rua 16 de julho, 401","Centro","6235067210",""
"Trombas","Biblioteca Pública Municipal Valdina Lourenço de Carvalho","Municipal","Avenida Barão do Rio Branco, 31","Centro","6233743036",""
"Turvânia","Biblioteca Pública Municipal de Turvânia","Municipal","Rua Irmã Geraldina, 58","Setor Palmares","6436821178",""
"Turvelândia","Biblioteca Pública Municipal Ieda Ribeiro Ferreira Mendes","Municipal","Rua Janio de Alcântara Araújo, s/n","Centro","6436428020",""
"Uirapuru","Biblioteca Pública Municipal de Uirapuru","Municipal","Avenida Patativa, s/n","Centro","(62) 3342-3110",""
"Uruaçu","Biblioteca Pública Municipal Áurea Celeste","Municipal","Rua Adelino Fernandes de Carvalho, s/n","Centro","6181071650",""
"Uruana","Biblioteca Pública Municipal Polo -  Paulo de Letramento","Municipal","Rua 13, s/n","Centro","6233441916",""
"Não identificado","Biblioteca Pública Municipal Dona Ana Marçal","Municipal","Avenida José Alves Toledo, 936","Centro","6233441916",""
"Urutaí","Biblioteca Pública Municipal Terezinha Maria de Lima Torres","Municipal","Rua Mário de Lima Filho, 26","Centro","6434651570",""
"Valparaíso de Goiás","Biblioteca Pública Municipal Cora Coralina","Municipal","EdIfício Torre Center, Qd 3 Lote 2","Centro","6136279190",""
"Varjão","Biblioteca Pública Municipal de Varjão","Municipal","Rua Joaquim Pires de Oliveira, s/n","Centro","",""
"Vianópolis","Biblioteca Pública Municipal Flori Gebrim","Municipal","Rua Felismino Viana, 315","Centro","6233352712",""
"Vicentinópolis","Biblioteca Pública Municipal de Vicentinópolis","Municipal","Rua C, 103","Centro","6439713001",""
"Vila Boa","Biblioteca Pública Municipal de Vila Boa","Municipal","Rua São Paulo, 71","Centro","",""
"Vila Propício","Biblioteca Pública Municipal Amigos do Proinfantil","Municipal","Rua Bahia, Quadra 13","Centro","6234041070",""
"Não identificado","Biblioteca Pública Municipal de Vila Propício","Municipal","Rua 3, s/n","Centro","6233200196",""
